tick,temps_s,x,y,z,vx,vy,vz,vitesse,vitesse_horizontale,vitesse_verticale,pression,masse,poids,portance,poussee,trainee,resultante_y,gaz_total,gaz_capacite,regime_max,stress_su,capacite_su,au_sol,surcharge,f_gravite_x,f_gravite_y,f_gravite_z,f_ballon_x,f_ballon_y,f_ballon_z,f_helice@11.10.10_x,f_helice@11.10.10_y,f_helice@11.10.10_z,f_helice@21.10.10_x,f_helice@21.10.10_y,f_helice@21.10.10_z,f_trainee_x,f_trainee_y,f_trainee_z
0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1856.75,20424.25,0.0,0.0,0.0,-20424.25,0.0,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
5,0.25,-0.0,62.6198,-0.0,-0.0,-2.46522,-0.0,2.46522,0.0,-2.46522,1.00152,1856.75,20424.25,1411.62,0.0,1992.28,-17020.346,85.46,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,1411.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.283,0.0
10,0.5,-0.0,61.6974,-0.0,-0.0,-4.44556,-0.0,4.44556,0.0,-4.44556,1.00522,1856.75,20424.25,2795.11,0.0,4054.0,-13575.136,168.67,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,2795.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,4054.002,0.0
15,0.75,-0.0,60.3446,-0.0,-1e-05,-6.00259,-0.0,6.00259,1e-05,-6.00259,1.01068,1856.75,20424.25,4158.73,0.0,5702.87,-10562.656,249.68,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,4158.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,5702.867,0.0
20,1.0,-0.0,58.659,-0.0,-3e-05,-7.18902,-0.0,7.18902,3e-05,-7.18902,1.01751,1856.75,20424.25,5508.25,0.0,6993.03,-7922.967,328.56,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,5508.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,6993.031,0.0
25,1.25,-0.0,56.7265,-0.0,-9e-05,-8.05064,-0.0,8.05064,9e-05,-8.05064,1.02541,1856.75,20424.25,6847.47,0.0,7968.12,-5608.654,405.37,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,6847.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,7968.122,0.0
30,1.5,-0.0001,54.6219,-0.0,-0.00021,-8.62772,-0.0,8.62772,0.00021,-8.62772,1.03407,1856.75,20424.25,8178.56,0.0,8664.2,-3581.488,480.17,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,8178.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,8664.205,0.0
35,1.75,-0.0001,52.4111,-0.0,-0.00041,-8.95598,-0.0,8.95598,0.00041,-8.95598,1.04325,1856.75,20424.25,9502.33,0.0,9111.91,-1810.018,553.01,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,9502.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,9111.907,0.001
40,2.0,-0.0003,50.1514,-0.0,-0.00072,-9.06735,-0.0,9.06735,0.00072,-9.06735,1.05272,1856.75,20424.25,10818.51,0.0,9337.93,-267.807,623.96,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,10818.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672,9337.932,0.003
45,2.25,-0.0005,47.8926,-0.0,-0.00115,-8.99057,-1e-05,8.99057,0.00115,-8.99057,1.06227,1856.75,20424.25,12125.96,0.0,9366.13,1067.842,693.07,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,12125.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.094,9366.13,0.007
50,2.5,-0.0009,45.6778,-0.0,-0.00169,-8.75156,-2e-05,8.75156,0.00169,-8.75156,1.07172,1856.75,20424.25,13422.81,0.0,9218.26,2216.82,760.39,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,13422.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.646,9218.255,0.014
55,2.75,-0.0014,43.544,-0.0,-0.00233,-8.37377,-3e-05,8.37377,0.00233,-8.37377,1.0809,1856.75,20424.25,14706.65,0.0,8914.48,3196.885,825.98,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,14706.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.317,8914.48,0.026
60,3.0,-0.0021,41.5227,-0.0,-0.00305,-7.87842,-5e-05,7.87842,0.00305,-7.87842,1.08967,1856.75,20424.25,15974.66,0.0,8473.73,4024.141,889.89,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,15974.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.081,8473.729,0.045
65,3.25,-0.003,39.6404,-0.0,-0.0038,-7.28465,-7e-05,7.28466,0.0038,-7.28465,1.0979,1856.75,20424.25,17223.73,0.0,7913.89,4713.365,952.17,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,17223.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.897,7913.886,0.071
70,3.5,-0.004,37.919,-0.0001,-0.00453,-6.60977,-0.0001,6.60977,0.00453,-6.60977,1.10548,1856.75,20424.25,18450.58,0.0,7251.91,5278.242,1012.86,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,18450.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.713,7251.908,0.104
75,3.75,-0.0053,36.3764,-0.0001,-0.00519,-5.86928,-0.00014,5.86928,0.00519,-5.86928,1.11232,1856.75,20424.25,19651.89,0.0,6503.87,5731.504,1072.01,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,19651.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,6503.866,0.144
80,4.0,-0.0067,35.027,-0.0001,-0.00573,-5.07708,-0.00018,5.07708,0.00573,-5.07708,1.11834,1856.75,20424.25,20824.32,0.0,5684.96,6085.027,1129.68,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,20824.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.112,5684.953,0.187
85,4.25,-0.0081,33.8818,-0.0002,-0.0061,-4.24555,-0.00022,4.24555,0.00611,-4.24555,1.12347,1856.75,20424.25,21964.67,0.0,4809.46,6349.883,1185.9,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,21964.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.583,4809.46,0.23
90,4.5,-0.0097,32.949,-0.0002,-0.00628,-3.38564,-0.00025,3.38565,0.00628,-3.38564,1.12767,1856.75,20424.25,23069.88,0.0,3890.75,6536.372,1240.72,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,23069.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.842,3890.741,0.268
95,4.75,-0.0113,32.2341,-0.0003,-0.00623,-2.50699,-0.00027,2.507,0.00624,-2.50699,1.1309,1856.75,20424.25,24137.12,0.0,2941.18,6654.04,1294.19,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,24137.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.858,2941.175,0.295
100,5.0,-0.0128,31.7405,-0.0004,-0.00595,-1.61804,-0.00028,1.61805,0.00596,-1.61804,1.13313,1856.75,20424.25,25163.8,0.0,1972.15,6711.692,1346.34,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,25163.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.615,1972.141,0.306
105,5.25,-0.0142,31.4698,-0.0004,-0.00544,-0.72608,-0.00027,0.7261,0.00545,-0.72608,1.13436,1856.75,20424.25,26147.66,0.0,994.01,6717.399,1397.21,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,26147.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.115,993.993,0.297
110,5.5,-0.0155,31.4217,-0.0005,-0.00473,0.16259,-0.00023,0.16266,0.00473,0.16259,1.13457,1856.75,20424.25,27086.71,0.0,16.94,6678.52,1446.86,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,27086.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.372,16.058,0.265
115,5.75,-0.0165,31.5946,-0.0006,-0.00382,1.04261,-0.00018,1.04262,0.00383,1.04261,1.13379,1856.75,20424.25,27979.33,0.0,953.37,6601.718,1495.31,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,27979.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.415,-953.36,0.208
120,6.0,-0.0173,31.9856,-0.0006,-0.00277,1.90944,-0.0001,1.90944,0.00277,1.90944,1.13202,1856.75,20424.25,28824.2,0.0,1906.96,6492.988,1542.6,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,28824.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.282,-1906.958,0.127
125,6.25,-0.0178,32.5908,-0.0006,-0.0016,2.7593,-0.0,2.7593,0.0016,2.7593,1.12928,1856.75,20424.25,29620.34,0.0,2838.4,6357.684,1588.78,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,29620.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.017,-2838.402,0.025
130,6.5,-0.018,33.4055,-0.0006,-0.00036,3.58906,0.00011,3.58906,0.00038,3.58906,1.12561,1856.75,20424.25,30367.1,0.0,3742.28,6200.563,1633.88,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,30367.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669,-3742.282,-0.095
135,6.75,-0.0179,34.4243,-0.0005,0.00091,4.3962,0.00023,4.3962,0.00094,4.3962,1.12104,1856.75,20424.25,31064.13,0.0,4614.06,6025.816,1677.93,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,31064.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.712,-4614.061,-0.227
140,7.0,-0.0175,35.6413,-0.0005,0.00216,5.1787,0.00036,5.1787,0.00219,5.1787,1.11559,1856.75,20424.25,31711.38,0.0,5450.01,5837.117,1720.98,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,31711.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.079,-5450.013,-0.365
145,7.25,-0.0168,37.0499,-0.0004,0.00337,5.93498,0.00049,5.93498,0.00341,5.93498,1.10933,1856.75,20424.25,32309.08,0.0,6247.17,5637.664,1763.05,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,32309.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.386,-6247.168,-0.504
150,7.5,-0.0158,38.6435,-0.0002,0.0045,6.66387,0.00062,6.66387,0.00454,6.66387,1.10228,1856.75,20424.25,32857.71,0.0,7003.24,5430.222,1804.19,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,32857.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.596,-7003.237,-0.638
155,7.75,-0.0145,40.4152,-0.0,0.00551,7.36452,0.00073,7.36452,0.00556,7.36452,1.09451,1856.75,20424.25,33357.97,0.0,7716.56,5217.168,1844.41,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,33357.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.678,-7716.555,-0.76
160,8.0,-0.013,42.3577,0.0002,0.00639,8.03637,0.00084,8.03637,0.00645,8.03637,1.08604,1856.75,20424.25,33810.79,0.0,8386.01,5000.533,1883.77,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,33810.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.607,-8386.012,-0.867
165,8.25,-0.0113,44.4638,0.0004,0.00713,8.67911,0.00092,8.67911,0.00719,8.67911,1.07693,1856.75,20424.25,34217.28,0.0,9010.99,4782.037,1922.29,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,34217.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.366,-9010.99,-0.956
170,8.5,-0.0094,46.7261,0.0006,0.0077,9.29262,0.00099,9.29263,0.00777,9.29262,1.06724,1856.75,20424.25,34578.69,0.0,9591.31,4563.132,1960.01,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,34578.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.947,-9591.304,-1.023
175,8.75,-0.0074,49.1375,0.0009,0.00812,9.87698,0.00104,9.87698,0.00818,9.87698,1.057,1856.75,20424.25,34896.43,0.0,10127.15,4345.031,1996.94,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,34896.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.347,-10127.144,-1.069
180,9.0,-0.0054,51.6907,0.0011,0.00837,10.43238,0.00107,10.43238,0.00844,10.43238,1.04626,1856.75,20424.25,35172.02,0.0,10619.03,4128.743,2033.14,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35172.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.57,-10619.025,-1.092
185,9.25,-0.0033,54.3783,0.0014,0.00847,10.95914,0.00107,10.95914,0.00854,10.95914,1.03508,1856.75,20424.25,35407.08,0.0,11067.74,3915.098,2068.62,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35407.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.626,-11067.733,-1.095
190,9.5,-0.0011,57.1935,0.0017,0.00842,11.45769,0.00106,11.45769,0.00849,11.45769,1.02349,1856.75,20424.25,35603.31,0.0,11474.29,3704.771,2103.42,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35603.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.529,-11474.287,-1.078
195,9.75,0.0009,60.1291,0.0019,0.00825,11.92853,0.00104,11.92853,0.00831,11.92853,1.01155,1856.75,20424.25,35762.45,0.0,11839.89,3498.308,2137.57,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35762.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.294,-11839.891,-1.044
200,10.0,0.003,63.1783,0.0022,0.00795,12.37221,0.001,12.37221,0.00802,12.37221,0.99929,1856.75,20424.25,35886.3,0.0,12165.91,3296.143,2171.1,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35886.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.942,-12165.904,-0.995
205,10.25,0.0049,66.3344,0.0024,0.00756,12.78934,0.00094,12.78934,0.00762,12.78934,0.98675,1856.75,20424.25,35976.62,0.0,12453.79,3098.582,2204.04,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35976.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.494,-12453.789,-0.935
210,10.5,0.0067,69.591,0.0027,0.00709,13.18057,0.00088,13.18057,0.00714,13.18057,0.97397,1856.75,20424.25,36035.19,0.0,12705.09,2905.848,2236.41,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,36035.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.97,-12705.09,-0.866
215,10.75,0.0084,72.9415,0.0029,0.00655,13.54655,0.00081,13.54655,0.0066,13.54655,0.96099,1856.75,20424.25,36063.85,0.0,12921.44,2718.16,2268.26,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,36063.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.391,-12921.44,-0.792
220,11.0,0.01,76.3798,0.0031,0.00598,13.88799,0.00074,13.88799,0.00602,13.88799,0.94784,1856.75,20424.25,36064.46,0.0,13104.52,2535.683,2299.6,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,36064.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.778,-13104.524,-0.713
225,11.25,0.0114,79.8999,0.0032,0.00537,14.20558,0.00066,14.20558,0.00541,14.20558,0.93456,1856.75,20424.25,36038.84,0.0,13256.06,2358.533,2330.47,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,36038.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.149,-13256.057,-0.635
230,11.5,0.0126,83.496,0.0034,0.00476,14.50006,0.00059,14.50006,0.00479,14.50006,0.92118,1856.75,20424.25,35988.8,0.0,13377.77,2186.786,2360.89,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35988.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.521,-13377.768,-0.557
235,11.75,0.0137,87.1622,0.0035,0.00415,14.77215,0.00051,14.77215,0.00418,14.77215,0.90774,1856.75,20424.25,35916.12,0.0,13471.39,2020.482,2390.89,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35916.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.909,-13471.386,-0.482
240,12.0,0.0147,90.8933,0.0036,0.00356,15.02258,0.00044,15.02258,0.00359,15.02258,0.89425,1856.75,20424.25,35822.5,0.0,13538.62,1859.625,2420.5,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35822.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.325,-13538.621,-0.411
245,12.25,0.0155,94.6837,0.0037,0.003,15.25208,0.00037,15.25208,0.00303,15.25208,0.88075,1856.75,20424.25,35709.6,0.0,13581.16,1704.188,2449.74,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35709.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.779,-13581.161,-0.346
250,12.5,0.0161,98.5286,0.0038,0.00248,15.46136,0.00031,15.46136,0.0025,15.46136,0.86726,1856.75,20424.25,35579.01,0.0,13600.65,1554.109,2478.63,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35579.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.28,-13600.654,-0.286
255,12.75,0.0167,102.4227,0.0039,0.00201,15.65114,0.00026,15.65114,0.00203,15.65114,0.85381,1856.75,20424.25,35432.24,0.0,13598.7,1409.289,2507.2,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35432.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.832,-13598.701,-0.234
260,13.0,0.0171,106.3615,0.004,0.0016,15.8221,0.00021,15.8221,0.00161,15.8221,0.84041,1856.75,20424.25,35270.69,0.0,13576.85,1269.586,2535.46,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35270.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44,-13576.852,-0.188
265,13.25,0.0175,110.3404,0.004,0.00123,15.97492,0.00017,15.97492,0.00125,15.97492,0.82709,1856.75,20424.25,35095.64,0.0,13536.59,1134.804,2563.43,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,35095.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.105,-13536.588,-0.148
270,13.5,0.0177,114.3547,0.004,0.00093,16.11024,0.00013,16.11024,0.00094,16.11024,0.81387,1856.75,20424.25,34908.25,0.0,13479.32,1004.68,2591.11,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,34908.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.827,-13479.324,-0.116
275,13.75,0.0179,118.4004,0.0041,0.00069,16.22864,0.0001,16.22864,0.0007,16.22864,0.80075,1856.75,20424.25,34709.51,0.0,13406.39,878.87,2618.49,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,34709.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.605,-13406.391,-0.089
280,14.0,0.0181,122.4732,0.0041,0.0005,16.33066,8e-05,16.33066,0.00051,16.33066,0.78777,1856.75,20424.25,34500.2,0.0,13319.03,756.922,2645.56,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,34500.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.437,-13319.031,-0.069
285,14.25,0.0182,126.5691,0.0041,0.00037,16.41679,6e-05,16.41679,0.00038,16.41679,0.77492,1856.75,20424.25,34280.89,0.0,13218.39,638.254,2672.28,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,34280.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.317,-13218.386,-0.054
290,14.5,0.0183,130.6842,0.0041,0.00029,16.48739,5e-05,16.48739,0.0003,16.48739,0.76222,1856.75,20424.25,34051.86,0.0,13105.49,522.128,2698.6,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,34051.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.244,-13105.486,-0.044
295,14.75,0.0183,134.8146,0.0041,0.00027,16.54273,5e-05,16.54273,0.00027,16.54273,0.74969,1856.75,20424.25,33813.11,0.0,12981.23,407.625,2724.44,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,33813.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,-12981.234,-0.039
300,15.0,0.0184,138.9566,0.0041,0.00028,16.58295,5e-05,16.58295,0.00028,16.58295,0.73733,1856.75,20424.25,33564.28,0.0,12846.4,293.633,2749.69,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,33564.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.213,-12846.397,-0.037
305,15.25,0.0185,143.1064,0.0042,0.00033,16.60801,5e-05,16.60801,0.00034,16.60801,0.72516,1856.75,20424.25,33304.71,0.0,12701.59,178.871,2774.21,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,33304.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.245,-12701.589,-0.038
310,15.5,0.0186,147.2602,0.0042,0.00042,16.6177,6e-05,16.6177,0.00043,16.6177,0.71318,1856.75,20424.25,33033.46,0.0,12547.27,61.941,2797.83,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,33033.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.303,-12547.27,-0.043
315,15.75,0.0187,151.414,0.0042,0.00054,16.6116,7e-05,16.6116,0.00054,16.6116,0.70141,1856.75,20424.25,32749.44,0.0,12383.74,-58.552,2820.36,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,32749.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.381,-12383.743,-0.049
320,16.0,0.0188,155.5639,0.0042,0.00067,16.58916,8e-05,16.58916,0.00068,16.58916,0.68984,1856.75,20424.25,32451.6,0.0,12211.17,-183.825,2841.59,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,32451.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.474,-12211.175,-0.057
325,16.25,0.019,159.7056,0.0042,0.00083,16.54965,9e-05,16.54965,0.00083,16.54965,0.67849,1856.75,20424.25,32139.16,0.0,12029.62,-314.712,2861.34,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,32139.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.578,-12029.624,-0.067
330,16.5,0.0193,163.8348,0.0043,0.00099,16.49231,0.00011,16.49231,0.001,16.49231,0.66736,1856.75,20424.25,31811.87,0.0,11839.1,-451.476,2879.45,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,31811.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.688,-11839.098,-0.077
335,16.75,0.0195,167.9468,0.0043,0.00117,16.41636,0.00013,16.41636,0.00117,16.41636,0.65647,1856.75,20424.25,31470.15,0.0,11639.61,-593.703,2895.83,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,31470.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.802,-11639.605,-0.087
340,17.0,0.0199,172.037,0.0043,0.00134,16.32116,0.00014,16.32116,0.00135,16.32116,0.64582,1856.75,20424.25,31115.15,0.0,11431.22,-740.319,2910.46,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,31115.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.916,-11431.221,-0.098
345,17.25,0.0202,176.1005,0.0044,0.00152,16.20625,0.00016,16.20625,0.00153,16.20625,0.63541,1856.75,20424.25,30748.67,0.0,11214.14,-889.719,2923.37,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,30748.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.026,-11214.137,-0.109
350,17.5,0.0206,180.1322,0.0044,0.00169,16.0714,0.00018,16.0714,0.0017,16.0714,0.62525,1856.75,20424.25,30372.96,0.0,10988.69,-1039.977,2934.64,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,30372.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.131,-10988.687,-0.119
355,17.75,0.0211,184.1273,0.0044,0.00186,15.91667,0.00019,15.91667,0.00187,15.91667,0.61535,1856.75,20424.25,29990.54,0.0,10755.36,-1189.066,2944.4,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,29990.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,-10755.36,-0.128
360,18.0,0.0216,188.0807,0.0045,0.00201,15.74236,0.00021,15.74236,0.00202,15.74236,0.60571,1856.75,20424.25,29603.98,0.0,10514.78,-1335.049,2952.8,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,29603.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32,-10514.783,-0.137
365,18.25,0.0221,191.9876,0.0046,0.00215,15.54902,0.00022,15.54902,0.00216,15.54902,0.59634,1856.75,20424.25,29215.75,0.0,10267.7,-1476.199,2960.0,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,29215.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-10267.702,-0.145
370,18.5,0.0226,195.8435,0.0046,0.00228,15.33742,0.00024,15.33742,0.0023,15.33742,0.58724,1856.75,20424.25,28828.12,0.0,10014.95,-1611.079,2966.13,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,28828.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,-10014.95,-0.152
375,18.75,0.0232,199.6439,0.0047,0.0024,15.10849,0.00025,15.10849,0.00241,15.10849,0.5784,1856.75,20424.25,28443.1,0.0,9757.41,-1738.558,2971.35,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,28443.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.53,-9757.41,-0.158
380,19.0,0.0239,203.3845,0.0047,0.0025,14.86328,0.00026,14.86328,0.00251,14.86328,0.56984,1856.75,20424.25,28062.44,0.0,9495.99,-1857.803,2975.78,8926,32.0,0.0,8192.0,0,0,0.0,-20424.25,0.0,0.0,28062.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.58,-9495.989,-0.163
