tick,temps_s,x,y,z,vx,vy,vz,vitesse,vitesse_horizontale,vitesse_verticale,pression,masse,poids,portance,poussee,trainee,resultante_y,gaz_total,gaz_capacite,regime_max,stress_su,capacite_su,au_sol,surcharge,f_gravite_x,f_gravite_y,f_gravite_z,f_ballon_x,f_ballon_y,f_ballon_z,f_helice@11.10.10_x,f_helice@11.10.10_y,f_helice@11.10.10_z,f_helice@21.10.10_x,f_helice@21.10.10_y,f_helice@21.10.10_z,f_trainee_x,f_trainee_y,f_trainee_z
1240,62.0,-0.0045,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.07,0.0,0.08,-20424.18,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.0,0.008
1245,62.25,-0.0045,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.06,0.0,0.08,-20424.191,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.0,0.008
1250,62.5,-0.0045,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.05,0.0,0.08,-20424.2,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.0,0.008
1255,62.75,-0.0045,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.04,0.0,0.08,-20424.208,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.0,0.008
1260,63.0,-0.0045,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.04,0.0,0.08,-20424.214,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.0,0.008
1265,63.25,-0.0046,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.03,0.0,0.08,-20424.22,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.0,0.008
1270,63.5,-0.0046,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.03,0.0,0.08,-20424.225,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1275,63.75,-0.0046,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.02,0.0,0.08,-20424.229,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1280,64.0,-0.0046,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.02,0.0,0.08,-20424.232,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1285,64.25,-0.0046,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.02,0.0,0.08,-20424.235,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1290,64.5,-0.0046,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.01,0.0,0.08,-20424.237,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1295,64.75,-0.0047,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.01,0.0,0.08,-20424.239,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1300,65.0,-0.0047,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.01,0.0,0.08,-20424.241,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1305,65.25,-0.0047,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.01,0.0,0.08,-20424.242,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1310,65.5,-0.0047,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.01,0.0,0.08,-20424.243,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1315,65.75,-0.0047,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.01,0.0,0.08,-20424.244,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1320,66.0,-0.0047,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.245,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1325,66.25,-0.0048,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.246,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1330,66.5,-0.0048,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.247,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1335,66.75,-0.0048,14.4404,0.0018,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.247,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1340,67.0,-0.0048,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.248,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1345,67.25,-0.0048,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.248,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1350,67.5,-0.0049,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.248,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1355,67.75,-0.0049,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.249,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1360,68.0,-0.0049,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.249,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1365,68.25,-0.0049,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.249,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1370,68.5,-0.0049,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.249,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1375,68.75,-0.0049,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.249,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1380,69.0,-0.005,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.249,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1385,69.25,-0.005,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.249,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1390,69.5,-0.005,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1395,69.75,-0.005,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1400,70.0,-0.005,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1405,70.25,-0.005,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1410,70.5,-0.0051,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1415,70.75,-0.0051,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1420,71.0,-0.0051,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1425,71.25,-0.0051,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1430,71.5,-0.0051,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1435,71.75,-0.0051,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1440,72.0,-0.0052,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1445,72.25,-0.0052,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1450,72.5,-0.0052,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1455,72.75,-0.0052,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1460,73.0,-0.0052,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1465,73.25,-0.0052,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1470,73.5,-0.0053,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1475,73.75,-0.0053,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1480,74.0,-0.0053,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1485,74.25,-0.0053,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1490,74.5,-0.0053,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1495,74.75,-0.0053,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1500,75.0,-0.0054,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1505,75.25,-0.0054,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1510,75.5,-0.0054,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1515,75.75,-0.0054,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1520,76.0,-0.0054,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1525,76.25,-0.0054,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1530,76.5,-0.0055,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1535,76.75,-0.0055,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1540,77.0,-0.0055,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1545,77.25,-0.0055,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1550,77.5,-0.0055,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1555,77.75,-0.0055,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1560,78.0,-0.0056,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1565,78.25,-0.0056,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1570,78.5,-0.0056,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1575,78.75,-0.0056,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1580,79.0,-0.0056,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1585,79.25,-0.0056,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1590,79.5,-0.0057,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1595,79.75,-0.0057,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
1600,80.0,-0.0057,14.4404,0.0017,-7e-05,0.0,-1e-05,7e-05,7e-05,0.0,1.2143,1856.75,20424.25,0.0,0.0,0.08,-20424.25,0.0,8926,32.0,0.0,8192.0,1,0,0.0,-20424.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,-0.0,0.008
