tick,temps_s,x,y,z,vx,vy,vz,vitesse,vitesse_horizontale,vitesse_verticale,pression,masse,poids,portance,poussee,trainee,resultante_y,gaz_total,gaz_capacite,regime_max,stress_su,capacite_su,au_sol,surcharge,f_gravite_x,f_gravite_y,f_gravite_z,f_ballon_x,f_ballon_y,f_ballon_z,f_ballon_x,f_ballon_y,f_ballon_z,f_ballon_x,f_ballon_y,f_ballon_z,f_helice@63.4.2_x,f_helice@63.4.2_y,f_helice@63.4.2_z,f_helice@63.4.22_x,f_helice@63.4.22_y,f_helice@63.4.22_z,f_helice@67.4.12_x,f_helice@67.4.12_y,f_helice@67.4.12_z,f_trainee_x,f_trainee_y,f_trainee_z
295,14.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
300,15.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
305,15.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
310,15.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
315,15.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
320,16.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
325,16.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
330,16.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
335,16.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
340,17.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
345,17.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
350,17.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
355,17.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
360,18.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
365,18.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
370,18.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
375,18.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
380,19.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
385,19.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
390,19.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
395,19.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
400,20.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
405,20.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
410,20.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
415,20.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
420,21.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
425,21.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
430,21.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
435,21.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
440,22.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
445,22.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
450,22.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
455,22.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
460,23.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
465,23.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
470,23.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
475,23.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
480,24.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
485,24.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
490,24.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
495,24.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
500,25.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
505,25.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
510,25.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
515,25.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
520,26.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
525,26.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
530,26.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
535,26.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
540,27.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
545,27.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
550,27.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
555,27.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
560,28.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
565,28.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
570,28.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
575,28.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
580,29.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
585,29.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
590,29.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
595,29.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,576.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
600,30.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,1536.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
605,30.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,1536.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
610,30.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,1536.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
615,30.75,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,1536.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
620,31.0,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,1536.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
625,31.25,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,1536.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
630,31.5,0.0,9.6275,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.23791,2070.75,22778.25,0.0,0.0,0.0,0.0,0.0,4505,256.0,1536.0,8192.0,1,0,0.0,-22778.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
